COD_PAI4;COD_SAL;CANTI;FOBDOL;FOBPES
USA;BOG;256680,00;38435,20;153733733,48
USA;BOG;17190,00;3889,80;15558849,91
USA;BOG;57740,00;9470,80;37877901,71
USA;BOG;288032,00;138377,34;550339641,63
USA;BOG;5280,00;1689,60;6737769,96
USA;BOG;455,00;5063,00;20242320,22
USA;BOG;76826,00;9738,46;38280087,41
USA;BOG;16750,00;2010,00;7870014,30
USA;BOG;3480,00;1220,40;4868846,82
USA;BOG;508196,00;94661,93;375061959,61
USA;BOG;117461,00;30646,99;122538105,12
USA;BOG;218432,00;136401,63;536217117,92
USA;BOG;60344,00;13093,40;51892246,18
USA;BOG;9960,00;1630,60;6438489,32
USA;BOG;19844,00;4617,50;18187418,90
USA;BOG;550631,00;280706,25;1117455851,82
USA;BOG;427884,00;101328,07;403526972,62
USA;BOG;1411,40;9385,89;37267854,21
USA;BOG;3868,00;1726,00;6944060,46
USA;BOG;2860,00;38732,65;153946407,11
USA;BOG;4325,00;4962,82;19760507,89
USA;BOG;18146,00;7596,34;30115882,21
USA;BOG;8000,00;2000,00;7911760,00
USA;BOG;52860,00;14272,20;56437527,43
USA;BOG;70938,00;31772,87;126241677,14
USA;BOG;400,00;192,00;764640,00
USA;BOG;392,00;316,40;1249318,05
USA;MDE;1000,00;5470,00;21568374,10
USA;MDE;325,68;2915,90;11497481,17
USA;MDE;255,85;2466,62;9734908,22
USA;MDE;213,76;1914,00;7546959,42
USA;MDE;52700,00;2797,92;11068235,76
USA;MDE;32000,00;4801,12;18957414,36
USA;MDE;2,00;11,05;44013,80
USA;MDE;1732,00;14485,75;57933760,62
USA;MDE;134,00;570,53;2282068,65
USA;MDE;1,69;20,39;81216,42
USA;MDE;3,00;71,40;279561,70
USA;MDE;213,00;2387,97;9526925,71
USA;MDE;60,00;1030,10;4047096,61
USA;MDE;8182,00;37135,79;148082962,89
USA;MDE;419,00;1832,23;7205409,37
USA;MDE;213,00;2387,96;9526885,81
USA;MDE;10493,00;51498,45;205917067,30
USA;MDE;696,00;10632,02;42512238,29
USA;MDE;520,00;7416,42;29654629,53
USA;MDE;51,00;473,09;1891655,09
USA;MDE;38,00;714,32;2857215,71
USA;MDE;1614,00;16370,68;65394629,80
USA;MDE;449,00;4882,95;19513451,76
USA;MDE;292,00;3068,24;12247019,75
USA;MDE;702,00;5690,41;22753332,53
USA;MDE;362,00;3409,82;13635236,46
USA;MDE;412,00;3373,52;13489053,45
USA;MDE;351,00;2306,09;9220923,92
USA;MDE;51,00;416,00;1663380,16
USA;MDE;4,00;23,72;94844,65
USA;MDE;5,00;55,38;221515,01
USA;MDE;1093,00;13619,60;53614304,57
USA;MDE;811,00;25392,18;100427953,68
USA;MDE;159,00;5578,46;21985684,11
USA;MDE;2166,00;3597,09;14335186,93
USA;MDE;4,00;13,58;54318,77
USA;MDE;230,00;987,21;3947376,04
USA;MDE;95,00;809,59;3213321,12
USA;MDE;296,00;1044,56;4177037,56
USA;MDE;124,00;7236,90;28936817,01
USA;MDE;1,00;785,60;3107739,32
USA;MDE;33,00;139,97;548042,73
USA;MDE;4481,00;38412,27;146813616,55
USA;MDE;1399,00;24375,58;96247952,65
USA;MDE;152,00;3221,49;12720182,12
USA;MDE;66,00;2600,10;10356588,31
USA;MDE;3,00;153,90;613006,78
USA;MDE;3,00;156,60;623761,29
USA;MDE;7,00;353,70;1408840,15
USA;MDE;13,00;575,10;2290709,56
USA;MDE;4,00;97,20;387162,18
USA;MDE;14,00;566,10;2254861,21
USA;MDE;267,00;3412,39;13042325,19
USA;MDE;132,00;1104,84;4222753,72
USA;MDE;3660,00;3769,80;14408364,09
USA;MDE;0,23;27,00;105716,61
USA;MDE;10,00;10,00;39154,30
USA;MDE;1,00;15,00;58071,75
USA;MDE;300,00;2688,00;10524675,84
USA;MDE;1200,00;3610,00;14134702,30
USA;MDE;1600,00;1848,00;7235714,64
USA;MDE;1000,00;1450,00;5677373,50
USA;MDE;20,00;33360,00;132877884,00
USA;MDE;215967,00;28059,64;110126265,37
USA;MDE;100,00;28,20;110415,12
USA;MDE;103221,00;20558,74;80497604,63
USA;MDE;924,00;166,32;639468,79
USA;MDE;219282,00;137570,00;549336833,38
USA;MDE;2170,00;302,90;1185983,74
USA;MDE;21492,00;4741,00;18661686,31
USA;MDE;132497,00;59612,37;233408061,86
USA;MDE;58296,00;28447,36;113096291,67
USA;MDE;52,00;205,00;809806,55
USA;MDE;1385,00;46503,00;185228424,45
USA;MDE;1254,00;33352,00;132846018,80
USA;MDE;1975,00;78663,00;313326528,45
USA;MDE;892,00;40289,82;159417148,18
USA;MDE;5208,00;731,89;2878223,28
USA;MDE;258339,00;40730,38;162847193,67
USA;MDE;212674,00;50714,45;202741838,49
USA;MDE;234259,00;30743,50;122734644,74
USA;MDE;1210785,00;542618,80;2163702448,33
USA;MDE;93719,00;28198,81;112671072,94
USA;MDE;945,00;8557,40;34181362,75
USA;MDE;862,50;5138,48;20553457,53
USA;MDE;272,17;1852,50;7328267,70
USA;MDE;20806,76;79036,75;315670438,81
USA;MDE;330,00;1593,92;6375536,54
USA;MDE;2077,51;6871,17;27295437,07
USA;MDE;28,00;805,92;3163856,55
USA;MDE;4743,00;60260,93;236570551,16
USA;MDE;2205,00;27514,08;108013949,84
USA;MDE;201,00;2528,58;9926623,50
USA;MDE;1297,00;25363,62;99571738,48
USA;MDE;11303889,00;1779095,97;7095751788,64
USA;MDE;3220280,00;835874,79;3338892618,95
USA;MDE;15488,00;12606,27;50406296,64
USA;MDE;795596,00;133916,40;534873149,87
USA;MDE;180982,00;102495,61;409092043,23
USA;MDE;1276997,00;2933731,05;11727298819,15
USA;MDE;528,00;1672,69;6685507,06
USA;MDE;162,00;1975,49;7899016,51
USA;MDE;4379,00;80417,60;323536892,49
USA;MDE;65776,00;335747,33;1328256673,13
USA;MDE;10810,00;54655,18;210138782,61
USA;MDE;47339,00;72164,84;289312445,92
USA;MDE;6498,00;8465,65;34059087,73
USA;MDE;31457,00;164519,76;645979453,01
USA;MDE;1005,00;24566,22;96608871,10
USA;MDE;165,00;2953,20;11808399,72
USA;MDE;274,00;3037,70;12146273,82
USA;MDE;4236,00;17076,84;67568957,43
USA;MDE;6023,12;48553,26;193630969,57
USA;MDE;10333,62;87201,87;349026497,51
USA;MDE;4,26;0,89;3558,67
USA;MDE;43,46;441,60;1761785,28
USA;MDE;4970,70;205055,00;815687689,50
USA;MDE;200,00;48,00;193114,08
USA;MDE;1516,00;379,00;1491177,61
USA;MDE;9644283,00;1897180,63;7518848647,58
USA;MDE;1900729,00;607685,25;2412290314,42
USA;MDE;439769,00;239016,98;947859837,43
USA;MDE;459569,00;114472,78;453234970,76
USA;MDE;98857,00;19432,10;76796332,54
USA;MDE;77457,00;19327,87;76508573,59
USA;MDE;2591759,00;1246816,79;4934977088,88
USA;MDE;2311081,00;776837,17;3072928157,33
USA;MDE;37908,00;11608,80;46544240,98
USA;MDE;14914,93;90073,37;358522362,53
USA;MDE;538,62;2903,25;11611345,14
USA;MDE;78,00;429,00;1660852,05
USA;MDE;149,69;695,55;2746406,99
USA;MDE;2926,46;11298,95;45216856,39
USA;MDE;20,98;185,96;733245,85
USA;MDE;11,19;154,65;607120,33
USA;MDE;1240,27;4230,00;16734384,89
USA;MDE;21952,65;74546,45;293468467,07
USA;MDE;1049,97;7430,26;29343097,50
USA;MDE;188,80;890,82;3514045,61
USA;MDE;54,23;642,88;2543211,96
USA;MDE;839,20;6612,40;26019196,32
USA;MDE;887,06;1695,11;6696108,15
USA;MDE;496,83;2332,00;9190341,58
USA;MDE;761,61;5575,23;22045454,94
USA;MDE;100,80;956,96;3786558,59
USA;MDE;30,08;259,42;1030633,72
USA;MDE;1094,26;12744,80;50425414,83
USA;MDE;6851,16;39529,70;155471212,70
USA;MDE;816,60;4253,19;16791337,92
USA;MDE;436,80;2883,05;11416884,00
USA;MDE;3140,58;25843,30;102261871,71
USA;MDE;117,60;1934,02;7638676,87
USA;MDE;9,60;62,08;244135,18
USA;MDE;150,00;954,00;3767768,94
USA;MDE;198,26;686,00;2679682,18
USA;MDE;184,02;937,73;3687020,43
USA;MDE;640,00;9414,40;37643572,54
USA;MDE;120,10;2835,16;11280396,41
USA;MDE;55,80;357,06;1422223,53
USA;MDE;9,00;88,88;349528,59
USA;MDE;183,73;1537,02;6035151,60
USA;MDE;332,36;3423,75;13522280,83
USA;MDE;53,85;580,47;2288810,62
USA;MDE;60,21;367,47;1447238,93
USA;MDE;179,20;589,18;2321264,06
USA;MDE;47,08;595,91;2369717,20
USA;MDE;41,04;681,72;2742702,72
USA;MDE;570,75;11364,30;44809775,82
USA;MDE;89,79;156,00;614764,21
USA;MDE;28,39;297,74;1187848,61
USA;MDE;92,43;1320,00;5279247,60
USA;MDE;44800,00;5431,03;21632607,14
USA;MDE;15000,00;1674,31;6623369,44
USA;MDE;100000,00;3284,99;12918518,82
USA;MDE;36,00;104,47;410125,19
USA;MDE;163,00;729,58;2864163,27
USA;MDE;336,00;220000,00;868678800,00
USA;MDE;108,00;486,00;1911238,74
USA;MDE;3,00;70,20;279617,13
USA;MDE;7,00;1008,00;4015015,20
USA;MDE;4950,00;6539,90;26166556,36
USA;MDE;662,20;113,52;454015,29
USA;MDE;1,20;16,53;64892,97
USA;MDE;56,00;2613,93;10321207,16
USA;MDE;13,00;796,20;3104364,03
USA;MDE;5,00;274,20;1092179,73
USA;MDE;46,00;1794,00;7152120,30
USA;MDE;360,00;11444,28;43978094,36
USA;MDE;777,00;25840,58;100609704,94
USA;MDE;228,00;1587,25;6348857,14
USA;MDE;3,00;155,52;619459,48
USA;MDE;205,00;533,00;2096070,47
USA;MDE;183,00;475,80;1871126,32
USA;MDE;120,00;894,40;3531574,17
USA;MDE;250,00;1398,56;5569542,32
USA;MDE;441,00;13661,00;52213025,05
USA;MDE;265,00;2706,05;10823956,45
USA;MDE;236,00;3984,60;15891778,75
USA;MDE;144,00;720,00;2831464,80
USA;MDE;5152,00;174512,56;694379627,81
USA;MDE;51,00;2067,00;8209026,15
USA;MDE;18,00;842,40;3261309,48
USA;MDE;108,00;815,40;3206633,88
USA;MDE;301,00;7073,12;28281941,05
USA;MDE;771,00;111262,99;443173864,20
USA;MDE;442,00;30814,36;122905927,15
USA;MDE;192,00;16258,08;64753564,21
USA;MDE;278,00;52334,76;208455760,58
USA;MDE;107,00;18987,12;75601528,39
USA;MDE;23,00;2172,24;8652287,47
USA;MDE;126,00;2729,40;10844125,19
USA;MDE;360,00;38559,24;153581753,79
USA;MDE;70,00;3276,00;12860822,52
USA;MDE;104,00;12414,24;49447220,48
USA;MDE;253,00;27355,68;108984703,37
USA;MDE;104,00;931,55;3726116,16
USA;MDE;170,00;1819,77;7278916,22
USA;MDE;26,00;687,60;2737677,81
USA;MDE;157,00;14772,72;58903374,70
USA;MDE;336,00;15342,75;61008707,95
USA;MDE;67,00;4172,02;16617643,33
USA;MDE;521,00;4411,50;17409414,21
USA;MDE;1496,00;25759,88;99728087,42
USA;MDE;626,00;19367,70;74981082,16
USA;MDE;390,00;711,29;2844100,17
USA;MDE;322,00;17746,99;70656602,08
USA;MDE;1294,00;7874,99;30915399,49
USA;MDE;138,00;1173,00;4612928,07
USA;MDE;24,00;204,00;802248,36
USA;MDE;160,00;3744,00;14912913,60
USA;MDE;516,37;352500,00;1418181525,00
USA;MDE;1699,77;98851115,64;391370995394,02
USA;MDE;13,13;745695,02;2927427138,66
USA;MDE;18,53;494375,23;1921317939,77
USA;MDE;55,00;6396,50;24447742,82
USA;MDE;24,00;35,20;138187,10
USA;MDE;330,00;286,97;1131256,92
USA;MDE;8,00;237,00;935535,82
USA;MDE;96,00;266,98;1051913,02
USA;MDE;240,00;176,00;696895,80
USA;MDE;250,00;7600,00;29757268,00
USA;MDE;576,00;5480,08;21554206,17
USA;MDE;144,00;930,00;3682732,09
USA;MDE;24,00;27,95;109725,27
USA;MDE;1041,00;5193,15;20772132,61
USA;MDE;536,50;2329,50;9317790,34
USA;MDE;8541,16;25766,54;102852880,06
USA;MDE;3071,00;25758,30;101565749,64
USA;MDE;55,03;272,95;1068716,61
USA;MDE;110,06;146,78;574706,80
USA;MDE;1320,00;4434,00;17733472,62
USA;MDE;454,73;2758,68;10702364,95
USA;MDE;11,91;111,81;429888,20
USA;MDE;819,38;6092,04;23871384,85
USA;MDE;155,42;1786,89;6870252,54
USA;MDE;1547,85;12297,43;48357424,61
USA;MDE;90,00;1200,00;4731636,00
USA;MDE;881,80;9284,42;36171391,13
USA;MDE;165,00;745,23;2928006,69
USA;MDE;355,27;1975,76;7646375,54
USA;MDE;71,40;391,00;1541724,73
USA;MDE;54,94;201,12;800960,40
USA;MDE;39,39;369,60;1421041,77
USA;MDE;220,12;1491,44;5839628,89
USA;MDE;117,00;8012,85;31639058,73
USA;MDE;130,00;6923,80;27338901,25
USA;MDE;6,00;140,40;561587,36
USA;MDE;573,00;44741,98;176665497,70
USA;MDE;5,00;261,00;1043976,51
USA;MDE;17,00;1111,80;4447099,93
USA;MDE;3,00;196,20;784782,34
USA;MDE;727,00;30553,90;122187153,70
USA;MDE;74,00;17993,80;71973580,55
USA;MDE;6,00;422,40;1689561,98
USA;MDE;19,00;6633,60;26533802,97
USA;MDE;2,00;114,60;458389,68
USA;MDE;17,00;783,00;3131929,53
USA;MDE;8,00;343,20;1372769,11
USA;MDE;11,00;475,80;1903157,17
USA;MDE;2,00;93,60;374391,57
USA;MDE;17,00;762,60;3050331,36
USA;MDE;3,00;140,40;561587,36
USA;MDE;42,00;1508,40;6033464,24
USA;MDE;4,00;170,40;681584,66
USA;MDE;25,00;1540,40;6161461,36
USA;MDE;1,00;91,20;364791,79
USA;MDE;425,00;559,00;2235949,69
USA;MDE;40,00;2313,60;9254191,77
USA;MDE;181,00;8116,04;32046508,58
USA;MDE;208,00;10273,12;40563825,24
USA;MDE;151,00;3885,23;15340986,06
USA;MDE;3,00;46,80;187195,78
USA;MDE;161,72;9096494,90;35921927928,23
USA;MDE;19,00;57,69;225881,15
USA;MDE;125,00;19776,78;77434597,71
USA;MDE;19,00;57,69;225881,15
USA;MDE;66,00;5210,11;20399820,99
USA;MDE;381,00;1521,13;5955878,03
USA;MDE;13,91;1467,50;5745893,52
USA;MDE;720,00;4399,20;17556679,29
USA;MDE;0,99;73,85;285906,58
USA;MDE;1,00;45,20;178845,55
USA;MDE;3,00;1482,58;5856707,34
USA;MDE;0,37;120,00;469851,60
USA;MDE;0,19;289,00;1143503,64
USA;MDE;5,00;11785,52;46632474,10
USA;MDE;1,00;24,85;98325,48
USA;MDE;1,06;624,00;2469018,24
USA;MDE;3,00;448,20;1769286,83
USA;MDE;8,00;5625,00;22254708,50
USA;MDE;0,27;58,90;233053,16
USA;MDE;0,39;3831,00;15158347,56
USA;MDE;3,70;50,00;195771,50
USA;MDE;2,97;8313,97;32896383,92
USA;MDE;2,00;235,19;927361,22
USA;MDE;1,00;50,00;195771,50
USA;MDE;4,00;3551,27;14051523,08
USA;MDE;1,00;411,00;1626228,36
USA;MDE;1,00;3150,00;12333604,50
USA;MDE;4,00;90,00;356029,20
USA;MDE;1,00;1585,00;6271464,60
USA;MDE;5,00;75,00;299943,45
USA;MDE;830,00;108,46;436261,89
USA;MDE;145,00;12,34;49744,55
USA;MDE;15,00;9,00;35905,95
USA;MDE;120,00;12,00;47191,08
USA;MDE;875,00;163,15;650356,17
USA;MDE;1299,00;97,07;387489,26
USA;MDE;3,00;3,00;11999,73
USA;MDE;0,01;53,20;210499,63
USA;MDE;0,90;123,90;490242,56
USA;MDE;7,90;73,85;292206,72
USA;MDE;0,94;114,00;451070,64
USA;MDE;0,90;187,20;740705,47
USA;MDE;10,00;63,20;250067,21
USA;MDE;2,00;2,00;7913,52
USA;MDE;1,80;17,58;69559,83
USA;MDE;1,00;37,51;148418,06
USA;MDE;1,80;89,20;352942,99
USA;MDE;13,50;57,60;227909,37
USA;MDE;5,53;1,00;3956,74
USA;MDE;5600,00;784,00;3083150,56
USA;MDE;46073,00;8204,18;32783198,18
USA;MDE;26120,00;3859,60;15423861,08
USA;MDE;32560,00;3940,50;15708764,84
USA;MDE;1245881,00;577900,04;2301390891,31
USA;MDE;16638,00;6658,50;26402202,46
USA;MDE;4443,00;48112,50;189576729,45
USA;MDE;37,00;6157,54;24526405,45
USA;MDE;146,00;13163,02;52430283,10
USA;MDE;712594,00;102530,94;403135730,44
USA;MDE;15450,00;2805,30;10993510,45
USA;MDE;300,00;135,00;528583,05
USA;MDE;558231,00;120292,24;470996833,65
USA;MDE;448,00;4312,63;17011583,82
USA;MDE;185,00;7719,00;30596092,29
USA;MDE;2411,00;41782,63;165287070,36
USA;MDE;79,00;3383,80;13429817,24
USA;MDE;1241,00;26805,60;103062438,93
USA;MDE;116,00;3758,40;14450333,90
USA;MDE;3277,00;49318,85;189621607,66
USA;MDE;81,00;3119,64;12408956,14
USA;MDE;373,00;11046,15;43705428,94
USA;MDE;70,00;4248,26;16744242,55
USA;MDE;92,00;3402,79;13487755,64
USA;MDE;6494,00;8542,10;32842751,49
USA;MDE;83,00;1314,80;5210165,56
USA;MDE;28747,00;217656,35;856536071,47
USA;MDE;1972,00;21581,09;85343504,93
USA;MDE;1069,00;7621,97;29969923,58
USA;MDE;384880,00;121441,60;482257429,77
USA;MDE;2372,26;14715,48;58891429,08
USA;MDE;7237,74;60547,43;242308475,08
USA;MDE;292,00;3977,00;15200292,85
USA;MDE;95965,00;19353,55;76860617,05
USA;MDE;4820,00;783,80;3088462,96
USA;MDE;6194753,00;1539560,09;6105597202,59
USA;MDE;1055288,00;361963,33;1437862361,89
USA;MDE;1169535,00;682741,16;2712069686,36
USA;MDE;716311,00;124008,53;487493259,87
USA;MDE;250633,00;34296,18;136091869,99
USA;MDE;193632,00;48033,21;191059691,43
USA;MDE;2679901,00;1348452,32;5328286780,34
USA;MDE;2932226,00;876314,23;3439037491,31
USA;MDE;94360,00;24344,80;97568760,20
USA;MDE;31594,99;262097,05;1041635484,40
USA;MDE;88,61;477,75;1910727,68
USA;MDE;161,00;579,60;2318069,62
USA;MDE;700,00;4629,66;18127109,65
USA;MDE;12273,41;40024,50;160075186,02
USA;MDE;34,67;41,23;164543,98
USA;MDE;444,52;1473,55;5888779,97
USA;MDE;9558,61;29506,98;117600394,28
USA;MDE;73,01;350,66;1399441,98
USA;MDE;84,87;731,09;2917692,45
USA;MDE;197,81;1220,87;4872345,66
USA;MDE;5,65;57,27;228557,69
USA;MDE;2556,00;93560,29;368609205,67
USA;MDE;57,65;1188,70;4743959,05
USA;MDE;17344,00;1128,00;4497761,28
USA;MDE;4762,00;12170,17;48307291,44
USA;MDE;3,00;79,31;315903,62
USA;MDE;9,00;280,20;1116078,63
USA;MDE;8,00;308,00;1226810,20
USA;MDE;77,52;1460,00;5761777,40
USA;MDE;336,95;5090,83;19939995,94
USA;MDE;2142,50;5554,87;21807141,99
USA;MDE;1,28;12,23;48713,92
USA;MDE;191,00;7484,44;29827153,08
USA;MDE;2006,00;7583,95;29781680,82
USA;MDE;865,00;12258,43;48337763,36
USA;MDE;63,00;1368,89;5404825,16
USA;MDE;1009,00;5365,05;21220664,81
USA;MDE;60,00;461,16;1807864,96
USA;MDE;1170,00;3120,24;12323239,92
USA;MDE;1002,00;2430,29;9625967,65
USA;MDE;25938,00;77291,48;305463313,90
USA;MDE;4262,00;31185,16;122716206,23
USA;MDE;50,00;232,65;917730,42
USA;MDE;22,00;490,60;1941186,45
USA;MDE;112,00;2752,53;10858976,41
USA;MDE;6,00;131,40;519918,26
USA;MDE;33711,00;283128,44;1121300642,10
USA;MDE;5385,00;36650,21;144089024,19
USA;MDE;15694,00;71274,28;281288373,76
USA;MDE;620,00;2553,90;10088901,41
USA;MDE;2664,00;4812,21;18502033,13
USA;MDE;297,00;170,18;666327,87
USA;MDE;389,00;869,76;3466346,93
USA;MDE;18,00;218,88;867373,76
USA;MDE;168,00;6884,40;27421597,86
USA;MDE;435,00;36277,95;145778981,26
USA;MDE;35,00;6401,82;25570646,24
USA;MDE;493,00;32815,28;132005456,71
USA;MDE;32,00;11448,08;45947975,72
USA;MDE;10,00;5774,75;23136731,94
USA;MDE;137,00;2552,73;10154516,10
USA;MDE;26,00;8290,15;33148247,67
USA;MDE;125,00;3431,47;13530389,15
USA;MDE;89,00;7791,42;31082702,08
USA;MDE;18,00;798,60;3180943,59
USA;MDE;145,00;8170,64;32755289,45
USA;MDE;98,00;3500,82;13868543,82
USA;MDE;24,00;4394,22;17599333,13
USA;MDE;88,00;126,72;496163,28
USA;MDE;210,00;787,50;3128750,38
USA;MDE;1543,00;9781,33;38935909,33
USA;MDE;193,00;598,30;2348788,19
USA;MDE;4491,00;9270,76;36528956,30
USA;MDE;36,00;1321,20;5262537,78
USA;MDE;92,00;777,57;3065981,83
USA;MDE;610,00;8907,80;35179068,24
USA;MDE;490,00;3995,60;15685806,61
USA;MDE;10,00;3120,77;12502345,57
USA;MDE;5508,00;41177,36;162213212,94
USA;MDE;13,00;1931,20;7721922,51
USA;MDE;12998,00;108721,17;428002479,33
USA;MDE;42045,00;540236,40;2137676391,50
USA;MDE;4810,00;93880,59;372968162,04
USA;MDE;6456,00;25131,93;99453395,86
USA;MDE;200,00;93,84;371097,07
USA;MDE;383,00;14293,57;57105618,34
USA;MDE;3,00;36,00;143393,40
USA;MDE;1232,00;8016,72;31902630,24
USA;MDE;37,00;446,52;1780100,66
USA;MDE;184,22;10602818,40;41733256725,51
USA;MDE;150,53;8929008,10;35207346808,54
USA;MDE;0,03;57,07;227759,52
USA;MDE;25,98;149,72;593774,57
USA;MDE;168,00;20764,80;82161330,04
USA;MDE;10,00;42,41;166053,38
USA;MDE;3065,00;1810,73;7116423,22
USA;MDE;95,25;588,91;2322089,79
USA;MDE;485,75;4039,77;15928934,30
USA;MDE;365,00;8,63;34519,22
USA;MDE;16,00;0,37;1479,96
USA;MDE;19,06;69,64;278553,73
USA;MDE;78,13;286,02;1144054,25
USA;MDE;200,00;620,00;2494390,20
USA;MDE;12958,00;49051,95;191345767,15
USA;MDE;10,00;260,01;1020739,45
USA;MDE;130,00;520,00;2092069,20
USA;MDE;9800,00;43720,00;174143318,00
USA;MDE;1350,00;5400,00;21725334,00
USA;MDE;1744,00;31064,36;123090372,94
USA;MDE;54,00;1040,09;4142231,59
USA;MDE;1,00;10,00;39831,50
USA;MDE;30,00;3,00;11998,29
USA;MDE;20,00;1,00;3983,15
USA;MDE;8,70;6,00;23996,58
USA;MDE;2,00;60,00;235955,40
USA;MDE;1,00;5,00;19662,95
USA;MDE;330,00;6,60;26288,79
USA;MDE;1,00;1,00;3983,15
USA;MDE;3,00;90,00;353933,10
USA;MDE;1,00;80000,00;313234400,00
USA;MDE;1,00;20000,00;78308600,00
USA;MDE;2,00;6,00;23937,30
USA;MDE;35,00;35,92;142126,81
USA;MDE;51,29;206,41;816714,83
USA;MDE;252,00;63,00;247753,17
USA;MDE;498,00;61,25;245738,92
USA;MDE;150,00;15,00;60678,30
USA;MDE;206,00;39,50;155337,30
USA;MDE;160,00;16,00;62921,44
USA;MDE;208,00;6,60;25856,54
USA;MDE;885,00;41,53;166567,18
USA;MDE;4,50;7,04;27685,43
USA;MDE;1242,00;571,32;2298540,33
USA;MDE;4580,00;1374,00;5527890,54
USA;MDE;374801,00;52806,21;210601536,27
USA;MDE;410019,00;60988,59;243547367,83
USA;MDE;4210,00;734,06;2929545,36
USA;MDE;17732,00;7239,59;28887271,62
USA;MDE;863,00;9493,00;37957855,43
USA;MDE;5839,76;4508943,36;17797205914,29
USA;MDE;3,00;166,49;665711,92
USA;MDE;220,00;6409,91;25630089,23
USA;MDE;98,00;2498,85;9991676,71
FRA;BOG;1600,00;19900,00;78575946,00
FRA;MDE;22,00;401,30;1542922,25
FRA;MDE;2,00;41,70;160328,57
FRA;MDE;4,00;50,20;193009,46
FRA;MDE;29620,00;14427,10;57717873,38
FRA;MDE;11580,00;6209,50;24338396,66
FRA;MDE;21,47;1232817,56;4905857720,54
FRA;MDE;16,27;13012,27;50376352,69
GTM;BOG;100,26;21200,60;83009465,25
GTM;BOG;165,00;9981,36;39821134,78
GTM;BOG;478,00;11217,62;44753255,86
GTM;BOG;25,00;2680,80;10695185,64
GTM;BOG;61,00;4211,68;16802707,94
GTM;BOG;360,00;3323,97;13261144,51
GTM;BOG;16,00;531,16;2119089,37
GTM;BOG;17,00;626,36;2498894,53
GTM;BOG;38,00;1046,76;4176101,35
GTM;BOG;16,00;172,74;689154,86
GTM;BOG;12,00;30,96;123516,46
GTM;BOG;25,00;1945,87;7763145,65
GTM;BOG;53,00;1783,54;7115522,00
GTM;BOG;14,00;357,00;1424269,35
GTM;BOG;21,00;505,41;2016358,46
GTM;BOG;21,00;715,32;2853804,90
GTM;BOG;25,00;1806,93;7208837,58
GTM;BOG;231,00;14684,86;58585983,21
GTM;BOG;435,00;19901,23;79396952,14
GTM;BOG;81,00;4397,21;17542889,15
GTM;BOG;35,00;232,59;927929,43
GTM;BOG;25,00;1269,00;5074109,19
GTM;BOG;15,00;1283,08;5130408,21
GTM;BOG;202,00;10337,38;41334117,30
GTM;BOG;331,00;5784,99;23131340,35
GTM;BOG;29,00;3224,60;12893595,34
GTM;BOG;2,00;131,38;525324,24
GTM;BOG;18,00;1831,74;7324230,70
GTM;BOG;370,00;3778,02;15106450,75
GTM;BOG;21,00;578,49;2313098,04
GTM;BOG;6,00;64,78;259023,47
GTM;BOG;38,00;1103,90;4413955,18
GTM;BOG;3,00;8,46;33827,39
GTM;BOG;42,00;904,36;3616092,49
GTM;BOG;15,00;469,29;1876460,75
GTM;BOG;16,00;374,52;1497521,96
GTM;BOG;385,00;15295,38;61158729,87
GTM;BOG;258,00;8922,88;35678224,90
GTM;BOG;3,23;174,00;695740,74
GTM;BOG;3,00;24,35;97363,71
GTM;BOG;26,00;1690,61;6733953,22
GTM;BOG;15,00;1385,87;5520128,09
GTM;BOG;201,00;11100,72;44215832,86
GTM;BOG;99,00;1879,60;7486728,74
GTM;BOG;557,00;11882,66;47330417,17
GTM;BOG;54,00;4064,50;16189513,16
GTM;BOG;69,00;1566,38;6239126,48
GTM;BOG;182,00;6525,42;25991726,67
GTM;BOG;608,00;5833,74;23236661,48
GTM;BOG;36,00;991,68;3950010,19
GTM;BOG;9,00;58,99;234966,01
GTM;BOG;31,00;1438,37;5729243,46
GTM;BOG;37,00;708,57;2822340,59
GTM;BOG;65,00;3999,53;15930727,91
GTM;BOG;489,00;20623,55;82146693,18
GTM;BOG;3,72;206,06;820767,88
GTM;BOG;45,00;123,92;493591,94
GTM;BOG;243,07;4109,08;16224866,74
GTM;BOG;4,00;28,00;112649,88
GTM;BOG;10,00;51,50;207195,31
GTM;BOG;16,00;264,80;1065346,00
GTM;BOG;27,00;235,50;947465,95
GTM;BOG;8,00;41,20;165756,25
GTM;BOG;52,00;406,60;1635837,18
GTM;BOG;4,00;34,00;136789,14
GTM;BOG;12,00;78,40;315419,66
GTM;BOG;72,00;422,30;1699001,58
GTM;BOG;12,00;72,00;289671,12
GTM;BOG;63,00;352,70;1418986,16
GTM;BOG;10,00;60,00;241392,60
GTM;BOG;13,00;159,10;640092,71
GTM;BOG;4,00;51,60;207597,63
GTM;BOG;8,00;65,60;263922,57
GTM;BOG;40,00;506,00;2035744,26
GTM;BOG;18,00;92,70;372951,56
GTM;BOG;12,00;96,00;386228,16
GTM;BOG;14,00;140,00;563249,40
GTM;BOG;94,00;575,85;2316765,47
GTM;BOG;11,00;74,25;298723,34
GTM;BOG;13,00;98,00;394274,58
GTM;BOG;7,00;52,50;211218,52
GTM;BOG;2160,00;950,40;3823658,78
GTM;BOG;228,00;3650,00;14291319,50
